location,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"6900 S Lafayette Ave IL 60621",41.768299,-87.627099,1,rooftop,6900,"S Lafayette Ave",,,Chicago,IL,"Cook County",60621,US,"City of Chicago"
"2001 W Chicago Ave IL 60622",41.895699,-87.677219,1,rooftop,2001,"W Chicago Ave",,,Chicago,IL,"Cook County",60622,US,"City of Chicago"
"2005 W Chicago Ave IL 60622",41.89567,-87.677483,1,rooftop,2005,"W Chicago Ave",,,Chicago,IL,"Cook County",60622,US,"City of Chicago"
"2609 S Kedzie Ave IL 60623",41.844077,-87.704679,1,rooftop,2609,"S Kedzie Ave",,,Chicago,IL,"Cook County",60623,US,"City of Chicago"
"4334 W 26th St IL 60623",41.84443,-87.732263,1,rooftop,4334,"W 26th St",,,Chicago,IL,"Cook County",60623,US,"City of Chicago"
"4048 W Madison St IL 60624",41.881113,-87.727923,1,rooftop,4048,"W Madison St",,,Chicago,IL,"Cook County",60624,US,"City of Chicago"
"3200 W Roosevelt Rd IL 60624",41.866725,-87.706166,1,rooftop,3200,"W Roosevelt Rd",,,Chicago,IL,"Cook County",60624,US,Cook
"4546 N Kedzie Ave IL 60625",41.964102,-87.708695,1,rooftop,4546,"N Kedzie Ave",,,Chicago,IL,"Cook County",60625,US,"City of Chicago"
"4844 N Lincoln Ave IL 60625",41.969876,-87.689662,1,rooftop,4844,"N Lincoln Ave",,,Chicago,IL,"Cook County",60625,US,"City of Chicago"
"3154 W Foster Ave IL 60625",41.975985,-87.708115,1,rooftop,3154,"W Foster Ave",,,Chicago,IL,"Cook County",60625,US,"City of Chicago"
"3855 W Lawrence Ave IL 60625",41.968024,-87.724832,1,rooftop,3855,"W Lawrence Ave",,,Chicago,IL,"Cook County",60625,US,"City of Chicago"
"6740 N Clark St IL 60626",42.004793,-87.673161,1,rooftop,6740,"N Clark St",,,Chicago,IL,"Cook County",60626,US,Cook
"11724 S Halsted St IL 60628",41.680606,-87.642487,1,rooftop,11724,"S Halsted St",,,Chicago,IL,"Cook County",60628,US,"City of Chicago"
"9560 S Halsted St IL 60628",41.720073,-87.643559,1,rooftop,9560,"S Halsted St",,,Chicago,IL,"Cook County",60628,US,"City of Chicago"
"36 W 95th St IL 60628",41.721432,-87.624685,0.89,nearest_rooftop_match,30,"W 95th St",,,Chicago,IL,"Cook County",60628,US,"City of Chicago"
"11421 S Halsted St IL 60628",41.686521,-87.641895,1,rooftop,11421,"S Halsted St",,,Chicago,IL,"Cook County",60628,US,Cook
"600 E 115th St IL 60628",41.685726,-87.607672,1,rooftop,600,"E 115th St",,,Chicago,IL,"Cook County",60628,US,"City of Chicago"
"5733 S Kedzie Ave IL 60629",41.788886,-87.703079,1,rooftop,5733,"S Kedzie Ave",,,Chicago,IL,"Cook County",60629,US,"City of Chicago"
"6737 S Pulaski Rd IL 60629",41.770049,-87.722239,1,rooftop,6737,"S Pulaski Rd",,,Chicago,IL,"Cook County",60629,US,Cook
"4946 N Milwaukee Ave IL 60630",41.970672,-87.76365,1,rooftop,4946,"N Milwaukee Ave",,,Chicago,IL,"Cook County",60630,US,"City of Chicago"
"3867 S Archer Ave IL 60632",41.823351,-87.688602,1,rooftop,3867,"S Archer Ave",,,Chicago,IL,"Cook County",60632,US,"City of Chicago"
"5253 S Pulaski Rd IL 60632",41.797071,-87.722568,1,rooftop,5253,"S Pulaski Rd",,,Chicago,IL,"Cook County",60632,US,"City of Chicago"
"5656 W Irving Park Rd IL 60634",41.953473,-87.769052,1,rooftop,5656,"W Irving Park Rd",,,Chicago,IL,"Cook County",60634,US,"City of Chicago"
"3540 N Harlem Ave IL 60634",41.944513,-87.807269,1,rooftop,3540,"N Harlem Ave",,,Chicago,IL,"Cook County",60634,US,Cook
"6336 S Ashland Ave IL 60636",41.778067,-87.6646,1,rooftop,6336,"S Ashland Ave",,,Chicago,IL,"Cook County",60636,US,"City of Chicago"
"6158 S Western Ave IL 60636",41.781452,-87.684099,1,rooftop,6158,"S Western Ave",,,Chicago,IL,"Cook County",60636,US,"City of Chicago"
"6515 S Western Ave IL 60636",41.775059,-87.683073,1,rooftop,6515,"S Western Ave",,,Chicago,IL,"Cook County",60636,US,"City of Chicago"
"6355 S King Dr IL 60637",41.779852,-87.615464,1,range_interpolation,6355,"S King Dr",,,Chicago,IL,"Cook County",60637,US,"TIGER/Line® dataset from the US Census Bureau"
"6560 S Stony Island Ave IL 60637",41.775664,-87.586433,1,range_interpolation,6560,"S Stony Island Ave",,,Chicago,IL,"Cook County",60637,US,"TIGER/Line® dataset from the US Census Bureau"
"1700 E 56th St Apt 3609 IL 60637",41.793816,-87.583221,1,rooftop,1700,"E 56th St",Apt,3609,Chicago,IL,"Cook County",60637,US,"City of Chicago"
"4704 S Cicero Ave IL 60638",41.807397,-87.743584,1,rooftop,4704,"S Cicero Ave",,,Chicago,IL,"Cook County",60638,US,"City of Chicago"
"6720 W Archer Ave IL 60638",41.792475,-87.790076,1,rooftop,6720,"W Archer Ave",,,Chicago,IL,"Cook County",60638,US,"City of Chicago"
"5700 S Cicero Ave IL 60638",41.787874,-87.741877,1,rooftop,5700,"S Cicero Ave",,,Chicago,IL,"Cook County",60638,US,Cook
"6430 S Cicero Ave IL 60638",41.775657,-87.742593,1,rooftop,6430,"S Cicero Ave",,,Chicago,IL,"Cook County",60638,US,"City of Chicago"
"6465 W Diversey Ave IL 60639",41.930683,-87.787754,0.8,rooftop,6465,"W Diversey Ave",,,Chicago,IL,"Cook County",60707,US,Cook
"4601 W Diversey Ave IL 60639",41.931041,-87.742228,1,rooftop,4601,"W Diversey Ave",,,Chicago,IL,"Cook County",60639,US,"City of Chicago"
"2754 N Narragansett Ave IL 60639",41.930395,-87.785828,1,range_interpolation,2754,"N Narragansett Ave",,,Chicago,IL,"Cook County",60639,US,"TIGER/Line® dataset from the US Census Bureau"
"4605 W Diversey Ave IL 60639",41.931442,-87.741968,1,range_interpolation,4605,"W Diversey Ave",,,Chicago,IL,"Cook County",60639,US,"TIGER/Line® dataset from the US Census Bureau"
"2350 N Central Ave IL 60639",41.92369,-87.766705,1,rooftop,2350,"N Central Ave",,,Chicago,IL,"Cook County",60639,US,"City of Chicago"
"2317 N Cicero Ave IL 60639",41.92301,-87.745891,1,rooftop,2317,"N Cicero Ave",,,Chicago,IL,"Cook County",60639,US,"City of Chicago"
"5133 W North Ave IL 60639",41.909665,-87.754712,1,range_interpolation,5133,"W North Ave",,,Chicago,IL,"Cook County",60639,US,"TIGER/Line® dataset from the US Census Bureau"
"4338 W North Ave IL 60639",41.910087,-87.735192,1,rooftop,4338,"W North Ave",,,Chicago,IL,"Cook County",60639,US,"City of Chicago"
"1004 W Wilson Ave IL 60640",41.965577,-87.654922,1,range_interpolation,1004,"W Wilson Ave",,,Chicago,IL,"Cook County",60640,US,"TIGER/Line® dataset from the US Census Bureau"
"5130 N Sheridan Rd IL 60640",41.976231,-87.655346,1,rooftop,5130,"N Sheridan Rd",,,Chicago,IL,"Cook County",60640,US,Cook
"3548 N Cicero Ave IL 60641",41.945763,-87.747477,1,rooftop,3548,"N Cicero Ave",,,Chicago,IL,"Cook County",60641,US,"City of Chicago"
"4320 N Cicero Ave IL 60641",41.959374,-87.747928,1,rooftop,4320,"N Cicero Ave",,,Chicago,IL,"Cook County",60641,US,Cook
"3560 N Cicero Ave IL 60641",41.945861,-87.747405,1,rooftop,3560,"N Cicero Ave",,,Chicago,IL,"Cook County",60641,US,Cook
"4038 W Belmont Ave IL 60641",41.939341,-87.729032,1,rooftop,4038,"W Belmont Ave",,,Chicago,IL,"Cook County",60641,US,"City of Chicago"
"W 95th St IL 60643",41.700273,-87.663267,0.33,place,,,,,Chicago,IL,"Cook County",60643,US,"TIGER/Line® dataset from the US Census Bureau"
"1651 W 95th St IL 60643",41.721067,-87.6648,1,range_interpolation,1651,"W 95th St",,,Chicago,IL,"Cook County",60643,US,"TIGER/Line® dataset from the US Census Bureau"
"5015 W Madison St IL 60644",41.880094,-87.750832,1,rooftop,5015,"W Madison St",,,Chicago,IL,"Cook County",60644,US,"City of Chicago"
"5624 W Roosevelt Rd IL 60644",41.866513,-87.765367,1,rooftop,5624,"W Roosevelt Rd",,,Chicago,IL,"Cook County",60644,US,"City of Chicago"
"6900 N Western Ave IL 60645",42.006976,-87.690505,1,rooftop,6900,"N Western Ave",,,Chicago,IL,"Cook County",60645,US,"City of Chicago"
"3122 W Touhy Ave IL 60645",42.012163,-87.707674,1,rooftop,3122,"W Touhy Ave",,,Chicago,IL,"Cook County",60645,US,"City of Chicago"
"6125 N Milwaukee Ave IL 60646",41.993078,-87.783153,1,rooftop,6125,"N Milwaukee Ave",,,Chicago,IL,"Cook County",60646,US,"City of Chicago"
"3245 W North Ave IL 60647",41.90982,-87.708268,0.89,nearest_rooftop_match,3241,"W North Ave",,,Chicago,IL,"Cook County",60647,US,Cook
"2707 N Milwaukee Ave IL 60647",41.930527,-87.709498,1,range_interpolation,2707,"N Milwaukee Ave",,,Chicago,IL,"Cook County",60647,US,"TIGER/Line® dataset from the US Census Bureau"
"1951 N Western Ave IL 60647",41.917216,-87.687183,1,rooftop,1951,"N Western Ave",,,Chicago,IL,"Cook County",60647,US,Cook
"2101k E 71st St IL 60649",41.765011,-87.573941,1,rooftop,2101,"E 71st St",,,Chicago,IL,"Cook County",60649,US,Cook
"2101 E 71st St IL 60649",41.765011,-87.573941,1,rooftop,2101,"E 71st St",,,Chicago,IL,"Cook County",60649,US,Cook
"2425 E 79th St IL 60649",41.751503,-87.565427,1,rooftop,2425,"E 79th St",,,Chicago,IL,"Cook County",60649,US,"City of Chicago"
"3601 W Grand Ave IL 60651",41.90227,-87.717253,1,rooftop,3601,"W Grand Ave",,,Chicago,IL,"Cook County",60651,US,"City of Chicago"
"5153 W Chicago Ave IL 60651",41.894709,-87.755249,1,rooftop,5153,"W Chicago Ave",,,Chicago,IL,"Cook County",60651,US,"City of Chicago"
"7601 S Cicero Ave IL 60652",41.755323,-87.740572,1,rooftop,7601,"S Cicero Ave",,,Chicago,IL,"Cook County",60652,US,Cook
"8415 S Pulaski Rd IL 60652",41.739966,-87.721224,1,rooftop,8415,"S Pulaski Rd",,,Chicago,IL,"Cook County",60652,US,"City of Chicago"
"740 E 47th St IL 60653",41.809835,-87.607155,1,rooftop,740,"E 47th St",,,Chicago,IL,"Cook County",60653,US,"City of Chicago"
"222 Merchandise Mart Plz Ste 105a IL 60654",41.888083,-87.636185,0.9,range_interpolation,222,"W Merchandise Mart Plz",Ste,105A,Chicago,IL,"Cook County",60654,US,"TIGER/Line® dataset from the US Census Bureau"
"350 N Orleans St IL 60654",41.887567,-87.636141,1,range_interpolation,350,"N Orleans St",,,Chicago,IL,"Cook County",60654,US,"TIGER/Line® dataset from the US Census Bureau"
"10320 S Kedzie Ave IL 60655",41.705569,-87.701643,1,rooftop,10320,"S Kedzie Ave",,,Chicago,IL,"Cook County",60655,US,Cook
"5461 N East River Rd Apt 107 IL 60656",41.978328,-87.844814,0.9,rooftop,5461,"NE River Rd",Apt,107,Chicago,IL,"Cook County",60656,US,Cook
"4550 N Cumberland Ave IL 60656",41.962655,-87.83716,1,rooftop,4550,"N Cumberland Ave",,,Chicago,IL,"Cook County",60656,US,"City of Chicago"
"2834 N Ashland Ave IL 60657",41.933608,-87.668904,1,rooftop,2834,"N Ashland Ave",,,Chicago,IL,"Cook County",60657,US,Cook
"3241 W Peterson Ave IL 60659",41.990067,-87.710678,1,rooftop,3241,"W Peterson Ave",,,Chicago,IL,"Cook County",60659,US,"City of Chicago"
"6536 N Sheridan Rd IL 60660",41.998607,-87.660191,0.9,range_interpolation,6536,"N Sheridan Rd",,,Chicago,IL,"Cook County",60660,US,"TIGER/Line® dataset from the US Census Bureau"
"6231 N Broadway St IL 60660",41.99556,-87.659967,1,rooftop,6231,"N Broadway St",,,Chicago,IL,"Cook County",60660,US,Cook
"1831 W Devon Ave IL 60660",41.997775,-87.676285,1,rooftop,1831,"W Devon Ave",,,Chicago,IL,"Cook County",60660,US,Cook
"5614 N Clark St IL 60660",41.983967,-87.669315,1,rooftop,5614,"N Clark St",,,Chicago,IL,"Cook County",60660,US,"City of Chicago"
"555 W Madison St IL 60661",41.881603,-87.64165,1,rooftop,555,"W Madison St",,,Chicago,IL,"Cook County",60661,US,Cook
"500 W Madison St IL 60661",41.88239,-87.640472,1,rooftop,500,"W Madison St",,,Chicago,IL,"Cook County",60661,US,Cook
"10000 W O'Hare Ave IL 60666",41.850033,-87.650052,0.23,place,,,,,"Amf Ohare",IL,"Cook County",60666,US,"TIGER/Line® dataset from the US Census Bureau"
"10000 W O'Hare Ave IL 60666",41.850033,-87.650052,0.23,place,,,,,"Amf Ohare",IL,"Cook County",60666,US,"TIGER/Line® dataset from the US Census Bureau"
"10000 West O'Hare Ave IL 60666",41.850033,-87.650052,0.16,place,,,,,"Amf Ohare",IL,"Cook County",60666,US,"TIGER/Line® dataset from the US Census Bureau"
"10000 W O'Hare Ave IL 60666",41.850033,-87.650052,0.23,place,,,,,"Amf Ohare",IL,"Cook County",60666,US,"TIGER/Line® dataset from the US Census Bureau"
"10000 W O'Hare Ave IL 60666",41.850033,-87.650052,0.23,place,,,,,"Amf Ohare",IL,"Cook County",60666,US,"TIGER/Line® dataset from the US Census Bureau"
"10000 W O'Hare Ave IL 60666",41.850033,-87.650052,0.23,place,,,,,"Amf Ohare",IL,"Cook County",60666,US,"TIGER/Line® dataset from the US Census Bureau"
"10000 W O'Hare Ave IL 60666",41.850033,-87.650052,0.23,place,,,,,"Amf Ohare",IL,"Cook County",60666,US,"TIGER/Line® dataset from the US Census Bureau"
"5600 Mannheim Rd Ste 3 IL 60666",41.916448,-87.883964,0.5,street_center,,"Mannheim Rd",Ste,3,"Melrose Park",IL,"Cook County",60164,US,"TIGER/Line® dataset from the US Census Bureau"
"2707 E Sauk Trl IL 60411",41.492029,-87.554789,1,range_interpolation,2707,"E Sauk Trl",,,"Sauk Village",IL,"Cook County",60411,US,"TIGER/Line® dataset from the US Census Bureau"
"[100-129] S Halsted St IL 60411",41.531557,-87.635825,1,range_interpolation,100,"S Halsted St",,,"Chicago Heights",IL,"Cook County",60411,US,"TIGER/Line® dataset from the US Census Bureau"
"2707 E Sauk Trl IL 60411",41.492029,-87.554789,1,range_interpolation,2707,"E Sauk Trl",,,"Sauk Village",IL,"Cook County",60411,US,"TIGER/Line® dataset from the US Census Bureau"
"[100-129] S Halsted St IL 60411",41.531557,-87.635825,1,range_interpolation,100,"S Halsted St",,,"Chicago Heights",IL,"Cook County",60411,US,"TIGER/Line® dataset from the US Census Bureau"
"5500 W Cermak Rd IL 60804",41.850934,-87.761448,1,range_interpolation,5500,"W Cermak Rd",,,Cicero,IL,"Cook County",60804,US,"TIGER/Line® dataset from the US Census Bureau"
"2827 S Cicero Ave IL 60804",41.840633,-87.743249,0.8,rooftop,2827,"Cicero Ave",,,Cicero,IL,"Cook County",60804,US,Cook
"5500 W Cermak Rd IL 60804",41.850934,-87.761448,1,range_interpolation,5500,"W Cermak Rd",,,Cicero,IL,"Cook County",60804,US,"TIGER/Line® dataset from the US Census Bureau"
"2827 S Cicero Ave IL 60804",41.840633,-87.743249,0.8,rooftop,2827,"Cicero Ave",,,Cicero,IL,"Cook County",60804,US,Cook
"Belt Line Rd IL 62234",38.691462,-89.990681,1,street_center,,"Belt Line Rd",,,Collinsville,IL,"Madison County",62234,US,"TIGER/Line® dataset from the US Census Bureau"
"503 Belt Line Rd IL 62234",38.690855,-89.975375,1,range_interpolation,503,"Belt Line Rd",,,Collinsville,IL,"Madison County",62234,US,"TIGER/Line® dataset from the US Census Bureau"
"520 Ramada Blvd IL 62234",38.677981,-90.011486,1,range_interpolation,520,"Ramada Blvd",,,Collinsville,IL,"Madison County",62234,US,"TIGER/Line® dataset from the US Census Bureau"
"848 S Morrison Ave IL 62234",38.660957,-89.983466,1,range_interpolation,848,"S Morrison Ave",,,Collinsville,IL,"Madison County",62234,US,"TIGER/Line® dataset from the US Census Bureau"
"Belt Line Rd IL 62234",38.691462,-89.990681,1,street_center,,"Belt Line Rd",,,Collinsville,IL,"Madison County",62234,US,"TIGER/Line® dataset from the US Census Bureau"
"503 Belt Line Rd IL 62234",38.690855,-89.975375,1,range_interpolation,503,"Belt Line Rd",,,Collinsville,IL,"Madison County",62234,US,"TIGER/Line® dataset from the US Census Bureau"
"520 Ramada Blvd IL 62234",38.677981,-90.011486,1,range_interpolation,520,"Ramada Blvd",,,Collinsville,IL,"Madison County",62234,US,"TIGER/Line® dataset from the US Census Bureau"
"848 S Morrison Ave IL 62234",38.660957,-89.983466,1,range_interpolation,848,"S Morrison Ave",,,Collinsville,IL,"Madison County",62234,US,"TIGER/Line® dataset from the US Census Bureau"
"7617 Us Highway 14 IL 60012",42.248611,-88.346748,0.9,range_interpolation,7617,"US Hwy 14",,,"Crystal Lake",IL,"McHenry County",60012,US,"TIGER/Line® dataset from the US Census Bureau"
"S Virginia St IL 60014",42.239504,-88.340523,1,street_center,,"S Virginia St",,,"Crystal Lake",IL,"McHenry County",60014,US,"TIGER/Line® dataset from the US Census Bureau"
"230 N Il Route 31 IL 60014",42.243772,-88.323986,0.22,place,,,,,"Crystal Lake",IL,"McHenry County",60014,US,"TIGER/Line® dataset from the US Census Bureau"
"551 Crystal Point Dr IL 60014",42.225503,-88.311357,1,rooftop,551,"Crystal Point Dr",,,"Crystal Lake",IL,"McHenry County",60014,US,Mchenry
"7617 Us Highway 14 IL 60012",42.248611,-88.346748,0.9,range_interpolation,7617,"US Hwy 14",,,"Crystal Lake",IL,"McHenry County",60012,US,"TIGER/Line® dataset from the US Census Bureau"
"S Virginia St IL 60014",42.239504,-88.340523,1,street_center,,"S Virginia St",,,"Crystal Lake",IL,"McHenry County",60014,US,"TIGER/Line® dataset from the US Census Bureau"
"230 N Il Route 31 IL 60014",42.243772,-88.323986,0.22,place,,,,,"Crystal Lake",IL,"McHenry County",60014,US,"TIGER/Line® dataset from the US Census Bureau"
"551 Crystal Point Dr IL 60014",42.225503,-88.311357,1,rooftop,551,"Crystal Point Dr",,,"Crystal Lake",IL,"McHenry County",60014,US,Mchenry
"109 S Gilbert St IL 61832",40.119597,-87.636332,1,range_interpolation,109,"S Gilbert St",,,Danville,IL,"Vermilion County",61832,US,"TIGER/Line® dataset from the US Census Bureau"
"3195 N Vermilion St IL 61832",40.174853,-87.630123,1,range_interpolation,3195,"N Vermilion St",,,Danville,IL,"Vermilion County",61832,US,"TIGER/Line® dataset from the US Census Bureau"
"109 S Gilbert St IL 61832",40.119597,-87.636332,1,range_interpolation,109,"S Gilbert St",,,Danville,IL,"Vermilion County",61832,US,"TIGER/Line® dataset from the US Census Bureau"
"3195 N Vermilion St IL 61832",40.174853,-87.630123,1,range_interpolation,3195,"N Vermilion St",,,Danville,IL,"Vermilion County",61832,US,"TIGER/Line® dataset from the US Census Bureau"
"1909 S Mount Zion Rd IL 62521",39.819704,-88.878729,1,rooftop,1909,"S Mt Zion Rd",,,Decatur,IL,"Macon County",62521,US,Macon
"1835 E Eldorado St IL 62521",39.845974,-88.931675,1,rooftop,1835,"E Eldorado St",,,Decatur,IL,"Macon County",62521,US,Macon
"962 W Eldorado St IL 62522",39.845895,-88.969927,1,rooftop,962,"W Eldorado St",,,Decatur,IL,"Macon County",62522,US,Macon
"3005 N Water St IL 62526",39.877152,-88.955624,1,rooftop,3005,"N Water St",,,Decatur,IL,"Macon County",62526,US,Macon
"2799 N 22nd St IL 62526",39.874973,-88.926071,1,rooftop,2799,"N 22nd St",,,Decatur,IL,"Macon County",62526,US,Macon
"2237 E Hubbard Ave IL 62526",39.883343,-88.925757,1,rooftop,2237,"E Hubbard Ave",,,Decatur,IL,"Macon County",62526,US,Macon
"1909 S Mount Zion Rd IL 62521",39.819704,-88.878729,1,rooftop,1909,"S Mt Zion Rd",,,Decatur,IL,"Macon County",62521,US,Macon
"1835 E Eldorado St IL 62521",39.845974,-88.931675,1,rooftop,1835,"E Eldorado St",,,Decatur,IL,"Macon County",62521,US,Macon
"962 W Eldorado St IL 62522",39.845895,-88.969927,1,rooftop,962,"W Eldorado St",,,Decatur,IL,"Macon County",62522,US,Macon
"3005 N Water St IL 62526",39.877152,-88.955624,1,rooftop,3005,"N Water St",,,Decatur,IL,"Macon County",62526,US,Macon
"2799 N 22nd St IL 62526",39.874973,-88.926071,1,rooftop,2799,"N 22nd St",,,Decatur,IL,"Macon County",62526,US,Macon
"2237 E Hubbard Ave IL 62526",39.883343,-88.925757,1,rooftop,2237,"E Hubbard Ave",,,Decatur,IL,"Macon County",62526,US,Macon
"20914 Milwaukee Ave IL 60015",42.170489,-87.922472,0.9,range_interpolation,20914,"Milwaukee Ave",,,Deerfield,IL,"Lake County",60015,US,"TIGER/Line® dataset from the US Census Bureau"
"50 Waukegan Rd IL 60015",42.154143,-87.837125,1,rooftop,50,"Waukegan Rd",,,Deerfield,IL,"Lake County",60015,US,Lake
"20914 Milwaukee Ave IL 60015",42.170489,-87.922472,0.9,range_interpolation,20914,"Milwaukee Ave",,,Deerfield,IL,"Lake County",60015,US,"TIGER/Line® dataset from the US Census Bureau"
"50 Waukegan Rd IL 60015",42.154143,-87.837125,1,rooftop,50,"Waukegan Rd",,,Deerfield,IL,"Lake County",60015,US,Lake
"2700 Crego Rd IL 60115",41.838488,-88.734643,0.6,street_center,,"Crego Rd",,,Dekalb,IL,"DeKalb County",60115,US,"TIGER/Line® dataset from the US Census Bureau"
"805 W Lincoln Hwy IL 60115",41.93118,-88.771609,1,range_interpolation,805,"W Lincoln Hwy",,,Dekalb,IL,"DeKalb County",60115,US,"TIGER/Line® dataset from the US Census Bureau"
"545 E Lincoln Hwy IL 60115",41.929469,-88.749337,1,range_interpolation,545,"E Lincoln Hwy",,,Dekalb,IL,"DeKalb County",60115,US,"TIGER/Line® dataset from the US Census Bureau"
"2700 Crego Rd IL 60115",41.838488,-88.734643,0.6,street_center,,"Crego Rd",,,Dekalb,IL,"DeKalb County",60115,US,"TIGER/Line® dataset from the US Census Bureau"
"805 W Lincoln Hwy IL 60115",41.93118,-88.771609,1,range_interpolation,805,"W Lincoln Hwy",,,Dekalb,IL,"DeKalb County",60115,US,"TIGER/Line® dataset from the US Census Bureau"
"545 E Lincoln Hwy IL 60115",41.929469,-88.749337,1,range_interpolation,545,"E Lincoln Hwy",,,Dekalb,IL,"DeKalb County",60115,US,"TIGER/Line® dataset from the US Census Bureau"
"725 W Golf Rd IL 60016",42.04715,-87.937698,1,rooftop,725,"W Golf Rd",,,"Des Plaines",IL,"Cook County",60016,US,Cook
"9815 Milwaukee Ave IL 60016",42.05896,-87.841817,1,range_interpolation,9815,"Milwaukee Ave",,,"Des Plaines",IL,"Cook County",60016,US,"TIGER/Line® dataset from the US Census Bureau"
"960 Rand Rd Ste 222 IL 60016",42.05666,-87.901013,1,rooftop,960,"Rand Rd",Ste,222,"Des Plaines",IL,"Cook County",60016,US,Cook
"444 S River Rd IL 60016",42.045311,-87.885429,1,rooftop,444,"S Des Plaines River Rd",,,"Des Plaines",IL,"Cook County",60016,US,Cook
"1101 E Oakton St IL 60018",42.023432,-87.897054,1,rooftop,1101,"E Oakton St",,,"Des Plaines",IL,"Cook County",60018,US,Cook
"1960 S Mount Prospect Rd IL 60018",42.014694,-87.926368,1,rooftop,1960,"S Mt Prospect Rd",,,"Des Plaines",IL,"Cook County",60018,US,Cook
"3067 Mannheim Rd IL 60018",41.998429,-87.883987,1,rooftop,3067,"Mannheim Rd",,,"Des Plaines",IL,"Cook County",60018,US,Cook
"725 W Golf Rd IL 60016",42.04715,-87.937698,1,rooftop,725,"W Golf Rd",,,"Des Plaines",IL,"Cook County",60016,US,Cook
"9815 Milwaukee Ave IL 60016",42.05896,-87.841817,1,range_interpolation,9815,"Milwaukee Ave",,,"Des Plaines",IL,"Cook County",60016,US,"TIGER/Line® dataset from the US Census Bureau"
"960 Rand Rd Ste 222 IL 60016",42.05666,-87.901013,1,rooftop,960,"Rand Rd",Ste,222,"Des Plaines",IL,"Cook County",60016,US,Cook
"444 S River Rd IL 60016",42.045311,-87.885429,1,rooftop,444,"S Des Plaines River Rd",,,"Des Plaines",IL,"Cook County",60016,US,Cook
"1101 E Oakton St IL 60018",42.023432,-87.897054,1,rooftop,1101,"E Oakton St",,,"Des Plaines",IL,"Cook County",60018,US,Cook
"1960 S Mount Prospect Rd IL 60018",42.014694,-87.926368,1,rooftop,1960,"S Mt Prospect Rd",,,"Des Plaines",IL,"Cook County",60018,US,Cook
"3067 Mannheim Rd IL 60018",41.998429,-87.883987,1,rooftop,3067,"Mannheim Rd",,,"Des Plaines",IL,"Cook County",60018,US,Cook
"226 W Sibley Blvd IL 60419",41.622793,-87.622097,1,range_interpolation,226,"W Sibley Blvd",,,Dolton,IL,"Cook County",60419,US,"TIGER/Line® dataset from the US Census Bureau"
"[57-99] W Sibley Blvd IL 60419",41.622891,-87.623951,0.77,nearest_rooftop_match,42,"W Sibley Blvd",,,Dolton,IL,"Cook County",60419,US,Cook
"226 W Sibley Blvd IL 60419",41.622793,-87.622097,1,range_interpolation,226,"W Sibley Blvd",,,Dolton,IL,"Cook County",60419,US,"TIGER/Line® dataset from the US Census Bureau"
"[57-99] W Sibley Blvd IL 60419",41.622891,-87.623951,0.77,nearest_rooftop_match,42,"W Sibley Blvd",,,Dolton,IL,"Cook County",60419,US,Cook
"2535 Ogden Avenue IL 60515",41.804486,-88.046922,1,rooftop,2535,"Ogden Ave",,,"Downers Grove",IL,"DuPage County",60515,US,Dupage
"1620 Ogden Ave IL 60515",41.808592,-88.025535,1,rooftop,1620,"Ogden Ave",,,"Downers Grove",IL,"DuPage County",60515,US,Dupage
"225 Ogden Ave IL 60515",41.808854,-87.991971,1,rooftop,225,"Ogden Ave",,,"Downers Grove",IL,"DuPage County",60515,US,Dupage
"2535 Ogden Avenue IL 60515",41.804486,-88.046922,1,rooftop,2535,"Ogden Ave",,,"Downers Grove",IL,"DuPage County",60515,US,Dupage
"1620 Ogden Ave IL 60515",41.808592,-88.025535,1,rooftop,1620,"Ogden Ave",,,"Downers Grove",IL,"DuPage County",60515,US,Dupage
"225 Ogden Ave IL 60515",41.808854,-87.991971,1,rooftop,225,"Ogden Ave",,,"Downers Grove",IL,"DuPage County",60515,US,Dupage
"831 S Washington St IL 62832",37.998972,-89.236077,1,range_interpolation,831,"S Washington St",,,"Du Quoin",IL,"Perry County",62832,US,"TIGER/Line® dataset from the US Census Bureau"
"825 S Washington St IL 62832",37.998865,-89.236076,1,range_interpolation,825,"S Washington St",,,"Du Quoin",IL,"Perry County",62832,US,"TIGER/Line® dataset from the US Census Bureau"
"831 S Washington St IL 62832",37.998972,-89.236077,1,range_interpolation,831,"S Washington St",,,"Du Quoin",IL,"Perry County",62832,US,"TIGER/Line® dataset from the US Census Bureau"
"825 S Washington St IL 62832",37.998865,-89.236076,1,range_interpolation,825,"S Washington St",,,"Du Quoin",IL,"Perry County",62832,US,"TIGER/Line® dataset from the US Census Bureau"
"1074 Spring Hill Mall IL 60118",42.106199,-88.304394,0.22,place,,,,,Dundee,IL,"Kane County",60118,US,"TIGER/Line® dataset from the US Census Bureau"
"386 N 8th St IL 60118",42.100087,-88.287307,1,range_interpolation,386,"N 8th St",,,"West Dundee",IL,"Kane County",60118,US,"TIGER/Line® dataset from the US Census Bureau"
"386 S 8th St IL 60118",42.094648,-88.287603,1,rooftop,386,"S 8th St",,,"West Dundee",IL,"Kane County",60118,US,Kane
"1074 Spring Hill Mall IL 60118",42.106199,-88.304394,0.22,place,,,,,Dundee,IL,"Kane County",60118,US,"TIGER/Line® dataset from the US Census Bureau"
